


Node,Caption,DeviceID,MaxClockSpeed,Name,NumberOfCores,Status


ANJAN_NODESEC,Intel64 Family 6 Model 140 Stepping 1,CPU0,2001,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,4,OK



